beta,tau_E,alpha_E,tau_M,alpha_M
0.25,1.0,0.8458202212874357,3.536685132789097,0.9898245220858037
0.25757124579110297,1.0,0.8482774092027213,3.8354029457501633,1.0
0.2653717866335231,1.0,0.844182971489365,4.327239954904755,0.9901610672093965
0.2734085667240293,1.0035413173496133,0.8058213667346213,4.862031013442523,0.9773285059235657
0.28168874056427257,1.0993461099871773,0.832435293261156,5.36424673971517,1.0
0.2902196793298659,1.1742917656271619,0.8128601353433965,5.944439617492141,1.0
0.29900897743235194,1.283827837313419,0.8119283748181599,6.717030803169098,1.0
0.3080644592798988,1.3692830997624899,0.8137813519152373,8.07009930712451,1.0
0.3173941862427442,1.5583501721355884,0.8053794053091151,8.869445342852943,1.0
0.3270064638295879,1.6755133211741136,0.7728501250267718,11.061975342385315,1.0
0.3369098490813209,1.9030068417733077,0.771014914979591,13.711953580451304,1.0
0.3471131581886732,2.1319030428261434,0.7329968670504644,17.138794870808756,1.0
0.357625474340563,2.445175564431782,0.7200682796561187,22.550010668268982,1.0
0.36845615581013186,2.9892172633547336,0.6701524076666342,29.02126648534254,1.0
0.3796148442856656,3.5077724291870886,0.6477232574135772,40.82064818081562,1.0
0.39111147345381786,4.453069930941065,0.6235809792779784,64.37363824575712,1.0
0.40295627784277505,5.8274644794673405,0.5478074592650444,97.9333645115996,1.0
0.4151598019332376,9.532360814006386,0.4971801108414481,191.59518439515898,1.0
0.42773290954532633,19.00171070642629,0.43369356324459,421.8640425532718,1.0
0.44068679350977147,79.93292685296157,0.4142353269585029,455.18349743005587,1.0
